fdcId,description,publicationDate,foodNutrients,dataType,shortDescription,modifiedDate,availableDate,brandOwner,brandName,dataSource,brandedFoodCategory,householdServingFullText,ingredients,marketCountry,servingSize,servingSizeUnit,packageWeight,labelNutrients
2580894,Dates,6/29/2023,"[{'type': 'FoodNutrient', 'nutrient': {'id': 1253, 'number': '601', 'name': 'Cholesterol', 'rank': 15700, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 32205038, 'amount': 0.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1162, 'number': '401', 'name': 'Vitamin C, total ascorbic acid', 'rank': 6300, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 75, 'code': 'LCCD', 'description': 'Calculated from a daily value percentage per serving size measure'}, 'id': 32205037, 'amount': 0.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 2000, 'number': '269', 'name': 'Total Sugars', 'rank': 1510, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 32205031, 'amount': 62.5}, {'type': 'FoodNutrient', 'nutrient': {'id': 1004, 'number': '204', 'name': 'Total lipid (fat)', 'rank': 800, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 32205028, 'amount': 0.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1079, 'number': '291', 'name': 'Fiber, total dietary', 'rank': 1200, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 32205032, 'amount': 7.5}, {'type': 'FoodNutrient', 'nutrient': {'id': 1089, 'number': '303', 'name': 'Iron, Fe', 'rank': 5400, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 75, 'code': 'LCCD', 'description': 'Calculated from a daily value percentage per serving size measure'}, 'id': 32205034, 'amount': 0.9}, {'type': 'FoodNutrient', 'foodNutrientDerivation': {'id': 75, 'code': 'LCCD', 'description': 'Calculated from a daily value percentage per serving size measure'}, 'id': 32205041, 'amount': 0.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1087, 'number': '301', 'name': 'Calcium, Ca', 'rank': 5300, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 75, 'code': 'LCCD', 'description': 'Calculated from a daily value percentage per serving size measure'}, 'id': 32205033, 'amount': 50.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1092, 'number': '306', 'name': 'Potassium, K', 'rank': 5700, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 32205035, 'amount': 650.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1258, 'number': '606', 'name': 'Fatty acids, total saturated', 'rank': 9700, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 32205040, 'amount': 0.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1003, 'number': '203', 'name': 'Protein', 'rank': 600, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 32205027, 'amount': 2.5}, {'type': 'FoodNutrient', 'nutrient': {'id': 1005, 'number': '205', 'name': 'Carbohydrate, by difference', 'rank': 1110, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 32205029, 'amount': 75.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1093, 'number': '307', 'name': 'Sodium, Na', 'rank': 5800, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 32205036, 'amount': 0.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1008, 'number': '208', 'name': 'Energy', 'rank': 300, 'unitName': 'kcal'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 32205030, 'amount': 325.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1257, 'number': '605', 'name': 'Fatty acids, total trans', 'rank': 15400, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 32205039, 'amount': 0.0}]",Branded,,4/27/2023,4/27/2023,"Dole Packaged Foods, Llc",Dole,LI,Wholesome Snacks,,Dates.,United States,40.0,Grm,8 oz/227 g,"{'fat': {'value': 0.0}, 'saturatedFat': {'value': 0.0}, 'transFat': {'value': 0.0}, 'cholesterol': {'value': 0.0}, 'sodium': {'value': 0.0}, 'carbohydrates': {'value': 30.0}, 'fiber': {'value': 3.0}, 'sugars': {'value': 25.0}, 'protein': {'value': 1.0}, 'calcium': {'value': 20.0}, 'iron': {'value': 0.36}, 'potassium': {'value': 260}, 'calories': {'value': 130}}"
2657897,"Chewy Chocolate Granola, Chocolate",10/26/2023,"[{'type': 'FoodNutrient', 'nutrient': {'id': 1005, 'number': '205', 'name': 'Carbohydrate, by difference', 'rank': 1110, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 33309960, 'amount': 71.7}, {'type': 'FoodNutrient', 'nutrient': {'id': 1004, 'number': '204', 'name': 'Total lipid (fat)', 'rank': 800, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 33309959, 'amount': 11.32}, {'type': 'FoodNutrient', 'nutrient': {'id': 1293, 'number': '646', 'name': 'Fatty acids, total polyunsaturated', 'rank': 12900, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 33309974, 'amount': 2.83}, {'type': 'FoodNutrient', 'nutrient': {'id': 1092, 'number': '306', 'name': 'Potassium, K', 'rank': 5700, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 33309966, 'amount': 264.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1257, 'number': '605', 'name': 'Fatty acids, total trans', 'rank': 15400, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 33309971, 'amount': 0.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1089, 'number': '303', 'name': 'Iron, Fe', 'rank': 5400, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 33309965, 'amount': 3.02}, {'type': 'FoodNutrient', 'nutrient': {'id': 1292, 'number': '645', 'name': 'Fatty acids, total monounsaturated', 'rank': 11400, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 33309973, 'amount': 4.72}, {'type': 'FoodNutrient', 'nutrient': {'id': 2000, 'number': '269', 'name': 'Total Sugars', 'rank': 1510, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 33309962, 'amount': 16.98}, {'type': 'FoodNutrient', 'nutrient': {'id': 1003, 'number': '203', 'name': 'Protein', 'rank': 600, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 33309958, 'amount': 9.43}, {'type': 'FoodNutrient', 'nutrient': {'id': 1087, 'number': '301', 'name': 'Calcium, Ca', 'rank': 5300, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 33309964, 'amount': 38.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1253, 'number': '601', 'name': 'Cholesterol', 'rank': 15700, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 33309970, 'amount': 0.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1235, 'number': '539', 'name': 'Sugars, added', 'rank': 1540, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 33309969, 'amount': 15.1}, {'type': 'FoodNutrient', 'nutrient': {'id': 1008, 'number': '208', 'name': 'Energy', 'rank': 300, 'unitName': 'kcal'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 33309961, 'amount': 415.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1093, 'number': '307', 'name': 'Sodium, Na', 'rank': 5800, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 33309967, 'amount': 283.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1258, 'number': '606', 'name': 'Fatty acids, total saturated', 'rank': 9700, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 33309972, 'amount': 2.83}, {'type': 'FoodNutrient', 'nutrient': {'id': 1114, 'number': '328', 'name': 'Vitamin D (D2 + D3)', 'rank': 8700, 'unitName': 'µg'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 33309968, 'amount': 0.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1079, 'number': '291', 'name': 'Fiber, total dietary', 'rank': 1200, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 33309963, 'amount': 5.7}]",Branded,,9/26/2023,9/26/2023,The Quaker Oats Company,Quaker,LI,Cereal,3/4 Cup (53G),"Whole Grain Oats, Brown Rice Crisp (Whole Grain Brown Rice Flour, Sugar, Salt), Sugar, Whole Grain Wheat, Canola Oil, Maltodextrin, Coconut, Whey Protein, Cocoa Powder, Natural Flavor, Molasses, Baking Soda, Honey, Nonfat Dry Milk, Lecithin, Tocopherols (To Preserve Freshness)",United States,53.0,Grm,12.6 oz,"{'fat': {'value': 6.0}, 'saturatedFat': {'value': 1.5}, 'transFat': {'value': 0.0}, 'cholesterol': {'value': 0.0}, 'sodium': {'value': 150}, 'carbohydrates': {'value': 38.0}, 'fiber': {'value': 3.02}, 'sugars': {'value': 9.0}, 'protein': {'value': 5.0}, 'vitaminD': {'value': 0.0}, 'calcium': {'value': 20.1}, 'iron': {'value': 1.6}, 'potassium': {'value': 140}, 'addedSugar': {'value': 8.0}, 'calories': {'value': 220}}"
2396908,Hummus,12/22/2022,"[{'type': 'FoodNutrient', 'nutrient': {'id': 1003, 'number': '203', 'name': 'Protein', 'rank': 600, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 29522921, 'amount': 8.77}, {'type': 'FoodNutrient', 'nutrient': {'id': 1253, 'number': '601', 'name': 'Cholesterol', 'rank': 15700, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 75, 'code': 'LCCD', 'description': 'Calculated from a daily value percentage per serving size measure'}, 'id': 29522932, 'amount': 0.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1087, 'number': '301', 'name': 'Calcium, Ca', 'rank': 5300, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 29522927, 'amount': 33.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1089, 'number': '303', 'name': 'Iron, Fe', 'rank': 5400, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 29522928, 'amount': 7.37}, {'type': 'FoodNutrient', 'nutrient': {'id': 2000, 'number': '269', 'name': 'Total Sugars', 'rank': 1510, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 29522925, 'amount': 3.51}, {'type': 'FoodNutrient', 'nutrient': {'id': 1110, 'number': '324', 'name': 'Vitamin D (D2 + D3), International Units', 'rank': 8650, 'unitName': 'IU'}, 'foodNutrientDerivation': {'id': 75, 'code': 'LCCD', 'description': 'Calculated from a daily value percentage per serving size measure'}, 'id': 29522931, 'amount': 0.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1008, 'number': '208', 'name': 'Energy', 'rank': 300, 'unitName': 'kcal'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 29522924, 'amount': 228.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1258, 'number': '606', 'name': 'Fatty acids, total saturated', 'rank': 9700, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 29522934, 'amount': 1.75}, {'type': 'FoodNutrient', 'nutrient': {'id': 1092, 'number': '306', 'name': 'Potassium, K', 'rank': 5700, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 29522929, 'amount': 189.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1093, 'number': '307', 'name': 'Sodium, Na', 'rank': 5800, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 29522930, 'amount': 316.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1257, 'number': '605', 'name': 'Fatty acids, total trans', 'rank': 15400, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 29522933, 'amount': 0.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1005, 'number': '205', 'name': 'Carbohydrate, by difference', 'rank': 1110, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 29522923, 'amount': 19.3}, {'type': 'FoodNutrient', 'nutrient': {'id': 1079, 'number': '291', 'name': 'Fiber, total dietary', 'rank': 1200, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 29522926, 'amount': 5.3}, {'type': 'FoodNutrient', 'nutrient': {'id': 1004, 'number': '204', 'name': 'Total lipid (fat)', 'rank': 800, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 29522922, 'amount': 14.04}]",Branded,,4/8/2020,4/8/2020,"Wegmans Food Markets, Inc. ",Wegmans,LI,Dips & Salsa,1 Container,"Chickpeas, Filtered Water, Tahini (Sesame Seed Paste), Olive Oil, Lemon Juice, Garlic, Sea Salt, Citric Acid, Cayenne.",United States,57.0,G,24 oz/684 g,"{'fat': {'value': 8.0}, 'saturatedFat': {'value': 0.998}, 'transFat': {'value': 0.0}, 'cholesterol': {'value': 0.0}, 'sodium': {'value': 180}, 'carbohydrates': {'value': 11.0}, 'fiber': {'value': 3.02}, 'sugars': {'value': 2.0}, 'protein': {'value': 5.0}, 'calcium': {'value': 18.8}, 'iron': {'value': 4.2}, 'potassium': {'value': 108}, 'calories': {'value': 130}}"
2036533,Pita Chips,10/28/2021,"[{'type': 'FoodNutrient', 'nutrient': {'id': 1162, 'number': '401', 'name': 'Vitamin C, total ascorbic acid', 'rank': 6300, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 75, 'code': 'LCCD', 'description': 'Calculated from a daily value percentage per serving size measure'}, 'id': 24481137, 'amount': 8.6}, {'type': 'FoodNutrient', 'nutrient': {'id': 1104, 'number': '318', 'name': 'Vitamin A, IU', 'rank': 7500, 'unitName': 'IU'}, 'foodNutrientDerivation': {'id': 75, 'code': 'LCCD', 'description': 'Calculated from a daily value percentage per serving size measure'}, 'id': 24481136, 'amount': 0.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1292, 'number': '645', 'name': 'Fatty acids, total monounsaturated', 'rank': 11400, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 24481141, 'amount': 10.71}, {'type': 'FoodNutrient', 'nutrient': {'id': 1089, 'number': '303', 'name': 'Iron, Fe', 'rank': 5400, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 75, 'code': 'LCCD', 'description': 'Calculated from a daily value percentage per serving size measure'}, 'id': 24481134, 'amount': 5.14}, {'type': 'FoodNutrient', 'nutrient': {'id': 1079, 'number': '291', 'name': 'Fiber, total dietary', 'rank': 1200, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 24481132, 'amount': 3.6}, {'type': 'FoodNutrient', 'nutrient': {'id': 1093, 'number': '307', 'name': 'Sodium, Na', 'rank': 5800, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 24481135, 'amount': 411.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1005, 'number': '205', 'name': 'Carbohydrate, by difference', 'rank': 1110, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 24481129, 'amount': 71.43}, {'type': 'FoodNutrient', 'nutrient': {'id': 1003, 'number': '203', 'name': 'Protein', 'rank': 600, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 24481127, 'amount': 10.71}, {'type': 'FoodNutrient', 'nutrient': {'id': 2000, 'number': '269', 'name': 'Total Sugars', 'rank': 1510, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 24481131, 'amount': 10.71}, {'type': 'FoodNutrient', 'nutrient': {'id': 1257, 'number': '605', 'name': 'Fatty acids, total trans', 'rank': 15400, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 24481139, 'amount': 0.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1293, 'number': '646', 'name': 'Fatty acids, total polyunsaturated', 'rank': 12900, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 24481142, 'amount': 0.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1087, 'number': '301', 'name': 'Calcium, Ca', 'rank': 5300, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 75, 'code': 'LCCD', 'description': 'Calculated from a daily value percentage per serving size measure'}, 'id': 24481133, 'amount': 71.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1008, 'number': '208', 'name': 'Energy', 'rank': 300, 'unitName': 'kcal'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 24481130, 'amount': 464.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1004, 'number': '204', 'name': 'Total lipid (fat)', 'rank': 800, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 24481128, 'amount': 14.29}, {'type': 'FoodNutrient', 'nutrient': {'id': 1258, 'number': '606', 'name': 'Fatty acids, total saturated', 'rank': 9700, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 75, 'code': 'LCCD', 'description': 'Calculated from a daily value percentage per serving size measure'}, 'id': 24481140, 'amount': 0.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1253, 'number': '601', 'name': 'Cholesterol', 'rank': 15700, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 75, 'code': 'LCCD', 'description': 'Calculated from a daily value percentage per serving size measure'}, 'id': 24481138, 'amount': 0.0}]",Branded,,6/25/2017,6/25/2017,The Kroger Co.,Private Selection,LI,Other Snacks,,"Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sunflower Oil, Sugar, Cinnamon, Brown Sugar, Contains 2% Or Less Of The Following: Salt, Yeast, Natural Flavor, Ascorbic Acid.",United States,28.0,G,,"{'fat': {'value': 4.0}, 'saturatedFat': {'value': 0.0}, 'transFat': {'value': 0.0}, 'cholesterol': {'value': 0.0}, 'sodium': {'value': 115}, 'carbohydrates': {'value': 20.0}, 'fiber': {'value': 1.01}, 'sugars': {'value': 3.0}, 'protein': {'value': 3.0}, 'calcium': {'value': 19.9}, 'iron': {'value': 1.44}, 'calories': {'value': 130}}"
2096564,Potato Chips,10/28/2021,"[{'type': 'FoodNutrient', 'nutrient': {'id': 1257, 'number': '605', 'name': 'Fatty acids, total trans', 'rank': 15400, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 25365485, 'amount': 0.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1005, 'number': '205', 'name': 'Carbohydrate, by difference', 'rank': 1110, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 25365475, 'amount': 52.91}, {'type': 'FoodNutrient', 'nutrient': {'id': 1008, 'number': '208', 'name': 'Energy', 'rank': 300, 'unitName': 'kcal'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 25365476, 'amount': 547.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1104, 'number': '318', 'name': 'Vitamin A, IU', 'rank': 7500, 'unitName': 'IU'}, 'foodNutrientDerivation': {'id': 75, 'code': 'LCCD', 'description': 'Calculated from a daily value percentage per serving size measure'}, 'id': 25365482, 'amount': 0.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1004, 'number': '204', 'name': 'Total lipid (fat)', 'rank': 800, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 25365474, 'amount': 35.27}, {'type': 'FoodNutrient', 'nutrient': {'id': 1258, 'number': '606', 'name': 'Fatty acids, total saturated', 'rank': 9700, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 25365486, 'amount': 2.65}, {'type': 'FoodNutrient', 'nutrient': {'id': 2000, 'number': '269', 'name': 'Total Sugars', 'rank': 1510, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 25365477, 'amount': 0.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1093, 'number': '307', 'name': 'Sodium, Na', 'rank': 5800, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 25365481, 'amount': 688.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1089, 'number': '303', 'name': 'Iron, Fe', 'rank': 5400, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 75, 'code': 'LCCD', 'description': 'Calculated from a daily value percentage per serving size measure'}, 'id': 25365480, 'amount': 1.27}, {'type': 'FoodNutrient', 'nutrient': {'id': 1003, 'number': '203', 'name': 'Protein', 'rank': 600, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 25365473, 'amount': 5.29}, {'type': 'FoodNutrient', 'nutrient': {'id': 1079, 'number': '291', 'name': 'Fiber, total dietary', 'rank': 1200, 'unitName': 'g'}, 'foodNutrientDerivation': {'id': 70, 'code': 'LCCS', 'description': 'Calculated from value per serving size measure'}, 'id': 25365478, 'amount': 3.5}, {'type': 'FoodNutrient', 'nutrient': {'id': 1087, 'number': '301', 'name': 'Calcium, Ca', 'rank': 5300, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 75, 'code': 'LCCD', 'description': 'Calculated from a daily value percentage per serving size measure'}, 'id': 25365479, 'amount': 0.0}, {'type': 'FoodNutrient', 'nutrient': {'id': 1162, 'number': '401', 'name': 'Vitamin C, total ascorbic acid', 'rank': 6300, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 75, 'code': 'LCCD', 'description': 'Calculated from a daily value percentage per serving size measure'}, 'id': 25365483, 'amount': 52.9}, {'type': 'FoodNutrient', 'nutrient': {'id': 1253, 'number': '601', 'name': 'Cholesterol', 'rank': 15700, 'unitName': 'mg'}, 'foodNutrientDerivation': {'id': 75, 'code': 'LCCD', 'description': 'Calculated from a daily value percentage per serving size measure'}, 'id': 25365484, 'amount': 0.0}]",Branded,,3/12/2019,3/12/2019,Cape Cod Potato Chips Inc.,Cape Cod,LI,"Chips, Pretzels & Snacks",,"Potatoes, Vegetable Oil (Contains One Or More Of The Following: Canola Oil, Safflower Oil And/Or Sunflower Oil), Salt.",United States,,G,2 oz/56.7 g,{}
